200  10
4
	0	3	1	87	2	18	3	32	4	43	5	85	6	15	7	77	8	91	9	82
	0	78	1	15	2	30	3	28	4	20	5	97	6	16	7	92	8	82	9	63
	0	97	1	28	2	48	3	63	4	84	5	69	6	25	7	61	8	83	9	58
	0	19	1	65	2	53	3	90	4	51	5	92	6	55	7	36	8	81	9	32
	0	34	1	7	2	69	3	30	4	29	5	88	6	89	7	6	8	73	9	59
	0	19	1	84	2	45	3	94	4	64	5	61	6	70	7	17	8	89	9	48
	0	17	1	61	2	28	3	81	4	41	5	65	6	85	7	31	8	5	9	41
	0	75	1	41	2	52	3	19	4	13	5	40	6	21	7	19	8	31	9	19
	0	35	1	24	2	4	3	58	4	61	5	3	6	71	7	42	8	11	9	81
	0	84	1	18	2	52	3	57	4	25	5	39	6	7	7	17	8	15	9	9
	0	44	1	74	2	14	3	75	4	14	5	52	6	19	7	85	8	84	9	10
	0	73	1	72	2	77	3	9	4	85	5	14	6	77	7	86	8	73	9	16
	0	93	1	12	2	6	3	46	4	13	5	40	6	67	7	54	8	45	9	20
	0	90	1	47	2	35	3	88	4	11	5	18	6	33	7	99	8	15	9	27
	0	39	1	8	2	63	3	76	4	12	5	14	6	39	7	19	8	79	9	31
	0	93	1	61	2	19	3	29	4	34	5	55	6	83	7	78	8	51	9	87
	0	68	1	13	2	43	3	33	4	75	5	56	6	57	7	67	8	13	9	52
	0	66	1	75	2	43	3	52	4	58	5	58	6	22	7	26	8	53	9	72
	0	77	1	6	2	4	3	53	4	37	5	47	6	71	7	25	8	28	9	92
	0	17	1	2	2	1	3	52	4	52	5	86	6	83	7	89	8	52	9	45
	0	60	1	15	2	92	3	34	4	19	5	47	6	47	7	7	8	80	9	71
	0	6	1	13	2	3	3	23	4	92	5	42	6	64	7	38	8	59	9	52
	0	50	1	56	2	73	3	61	4	99	5	77	6	28	7	1	8	43	9	18
	0	44	1	22	2	44	3	59	4	96	5	78	6	75	7	10	8	5	9	76
	0	23	1	2	2	2	3	41	4	75	5	42	6	6	7	88	8	94	9	15
	0	95	1	93	2	12	3	23	4	65	5	22	6	28	7	50	8	57	9	69
	0	19	1	31	2	30	3	29	4	1	5	10	6	42	7	31	8	55	9	55
	0	59	1	84	2	10	3	52	4	51	5	56	6	30	7	80	8	71	9	56
	0	67	1	48	2	22	3	28	4	39	5	81	6	52	7	53	8	9	9	70
	0	84	1	84	2	46	3	7	4	45	5	94	6	51	7	41	8	18	9	49
	0	27	1	19	2	24	3	27	4	16	5	27	6	32	7	14	8	6	9	97
	0	97	1	30	2	39	3	38	4	25	5	92	6	32	7	40	8	70	9	62
	0	72	1	44	2	46	3	36	4	49	5	14	6	7	7	80	8	6	9	67
	0	58	1	75	2	4	3	7	4	84	5	85	6	45	7	42	8	64	9	35
	0	1	1	80	2	93	3	52	4	44	5	87	6	93	7	34	8	85	9	49
	0	29	1	89	2	64	3	45	4	8	5	88	6	93	7	39	8	68	9	11
	0	17	1	61	2	82	3	76	4	65	5	45	6	31	7	19	8	42	9	56
	0	94	1	78	2	27	3	49	4	58	5	69	6	52	7	26	8	28	9	71
	0	88	1	89	2	20	3	5	4	40	5	89	6	73	7	74	8	37	9	34
	0	44	1	78	2	25	3	98	4	21	5	27	6	40	7	39	8	30	9	78
	0	75	1	53	2	69	3	94	4	52	5	70	6	6	7	93	8	34	9	60
	0	30	1	6	2	8	3	64	4	30	5	3	6	31	7	57	8	42	9	19
	0	89	1	54	2	87	3	70	4	59	5	86	6	53	7	66	8	90	9	93
	0	24	1	30	2	35	3	51	4	98	5	69	6	36	7	39	8	4	9	6
	0	20	1	46	2	42	3	45	4	48	5	63	6	10	7	4	8	24	9	78
	0	69	1	95	2	4	3	74	4	62	5	16	6	2	7	92	8	59	9	77
	0	25	1	84	2	88	3	80	4	2	5	19	6	43	7	42	8	5	9	39
	0	61	1	26	2	4	3	93	4	40	5	71	6	21	7	2	8	88	9	78
	0	44	1	77	2	43	3	83	4	46	5	48	6	9	7	72	8	68	9	45
	0	76	1	18	2	74	3	29	4	28	5	83	6	54	7	7	8	29	9	95
	0	82	1	98	2	9	3	98	4	25	5	55	6	92	7	44	8	29	9	47
	0	13	1	87	2	15	3	9	4	87	5	32	6	32	7	85	8	99	9	92
	0	59	1	75	2	57	3	66	4	67	5	53	6	51	7	30	8	62	9	20
	0	58	1	23	2	92	3	49	4	36	5	34	6	1	7	67	8	44	9	99
	0	61	1	61	2	16	3	35	4	87	5	9	6	11	7	69	8	52	9	13
	0	11	1	83	2	85	3	97	4	73	5	45	6	17	7	7	8	65	9	91
	0	49	1	12	2	1	3	49	4	19	5	31	6	71	7	43	8	80	9	10
	0	5	1	73	2	8	3	42	4	87	5	61	6	62	7	63	8	81	9	34
	0	6	1	61	2	43	3	84	4	44	5	96	6	53	7	82	8	51	9	35
	0	43	1	28	2	44	3	37	4	92	5	87	6	68	7	44	8	26	9	12
	0	17	1	72	2	26	3	67	4	39	5	78	6	28	7	15	8	2	9	43
	0	3	1	22	2	54	3	87	4	13	5	65	6	9	7	28	8	44	9	39
	0	42	1	38	2	13	3	71	4	48	5	15	6	62	7	30	8	75	9	6
	0	38	1	72	2	10	3	84	4	68	5	23	6	25	7	83	8	19	9	6
	0	61	1	16	2	54	3	23	4	20	5	7	6	70	7	55	8	24	9	94
	0	48	1	68	2	81	3	78	4	91	5	17	6	49	7	26	8	97	9	74
	0	19	1	91	2	75	3	34	4	95	5	67	6	86	7	1	8	57	9	1
	0	3	1	10	2	30	3	62	4	54	5	95	6	17	7	58	8	29	9	68
	0	59	1	58	2	34	3	5	4	29	5	40	6	69	7	45	8	40	9	28
	0	72	1	11	2	16	3	33	4	82	5	86	6	7	7	62	8	27	9	58
	0	60	1	94	2	73	3	5	4	27	5	65	6	37	7	40	8	57	9	82
	0	71	1	24	2	67	3	72	4	83	5	65	6	72	7	67	8	82	9	86
	0	18	1	75	2	57	3	49	4	75	5	65	6	35	7	6	8	43	9	17
	0	67	1	16	2	44	3	22	4	77	5	51	6	33	7	98	8	22	9	44
	0	52	1	21	2	64	3	95	4	99	5	77	6	20	7	35	8	37	9	30
	0	72	1	89	2	7	3	35	4	57	5	13	6	90	7	96	8	3	9	51
	0	47	1	32	2	54	3	29	4	98	5	18	6	15	7	63	8	65	9	23
	0	80	1	49	2	30	3	72	4	69	5	21	6	64	7	33	8	72	9	51
	0	70	1	73	2	81	3	87	4	62	5	80	6	8	7	64	8	21	9	3
	0	80	1	82	2	97	3	13	4	15	5	59	6	72	7	28	8	93	9	86
	0	4	1	91	2	69	3	74	4	3	5	37	6	77	7	27	8	98	9	73
	0	63	1	86	2	13	3	97	4	16	5	62	6	48	7	15	8	54	9	60
	0	77	1	64	2	89	3	8	4	11	5	86	6	7	7	94	8	77	9	76
	0	3	1	8	2	96	3	28	4	36	5	99	6	88	7	55	8	47	9	79
	0	82	1	36	2	68	3	46	4	99	5	12	6	69	7	19	8	90	9	99
	0	97	1	55	2	3	3	22	4	95	5	5	6	33	7	87	8	36	9	19
	0	49	1	89	2	12	3	51	4	34	5	8	6	62	7	94	8	89	9	61
	0	23	1	37	2	24	3	71	4	2	5	11	6	62	7	39	8	68	9	42
	0	86	1	10	2	50	3	70	4	94	5	23	6	54	7	67	8	85	9	49
	0	47	1	58	2	90	3	45	4	83	5	44	6	18	7	83	8	75	9	41
	0	46	1	48	2	53	3	91	4	4	5	85	6	31	7	21	8	21	9	98
	0	73	1	1	2	66	3	3	4	53	5	82	6	24	7	59	8	67	9	37
	0	17	1	54	2	76	3	16	4	5	5	3	6	75	7	69	8	48	9	87
	0	53	1	43	2	20	3	16	4	69	5	58	6	22	7	24	8	10	9	79
	0	47	1	75	2	97	3	26	4	85	5	49	6	86	7	74	8	25	9	83
	0	30	1	53	2	4	3	55	4	22	5	38	6	4	7	70	8	20	9	17
	0	5	1	13	2	84	3	17	4	30	5	65	6	44	7	38	8	40	9	30
	0	21	1	70	2	67	3	16	4	10	5	92	6	27	7	4	8	95	9	37
	0	94	1	15	2	53	3	22	4	86	5	28	6	84	7	44	8	11	9	91
	0	99	1	57	2	3	3	8	4	7	5	49	6	86	7	32	8	9	9	30
	0	47	1	78	2	37	3	97	4	16	5	52	6	53	7	45	8	3	9	35
	0	20	1	51	2	92	3	60	4	50	5	95	6	57	7	94	8	18	9	67
	0	71	1	59	2	11	3	58	4	92	5	41	6	10	7	91	8	8	9	72
	0	49	1	39	2	5	3	9	4	4	5	60	6	56	7	86	8	35	9	37
	0	86	1	15	2	70	3	71	4	68	5	91	6	10	7	26	8	2	9	53
	0	34	1	87	2	68	3	29	4	26	5	83	6	95	7	27	8	88	9	45
	0	21	1	89	2	97	3	15	4	21	5	1	6	23	7	52	8	60	9	52
	0	31	1	68	2	2	3	58	4	58	5	92	6	93	7	49	8	85	9	59
	0	42	1	44	2	3	3	55	4	48	5	3	6	96	7	59	8	3	9	13
	0	40	1	57	2	18	3	91	4	28	5	20	6	81	7	95	8	73	9	71
	0	86	1	68	2	42	3	30	4	75	5	27	6	32	7	72	8	58	9	2
	0	21	1	6	2	13	3	46	4	55	5	35	6	80	7	75	8	7	9	34
	0	56	1	55	2	12	3	96	4	31	5	55	6	77	7	84	8	38	9	88
	0	30	1	10	2	3	3	46	4	36	5	67	6	91	7	21	8	76	9	88
	0	40	1	32	2	34	3	99	4	93	5	10	6	47	7	31	8	51	9	25
	0	84	1	34	2	96	3	89	4	45	5	7	6	94	7	27	8	17	9	62
	0	2	1	38	2	82	3	39	4	19	5	8	6	92	7	71	8	80	9	11
	0	93	1	27	2	3	3	27	4	58	5	69	6	68	7	87	8	81	9	14
	0	5	1	81	2	23	3	67	4	41	5	28	6	28	7	48	8	94	9	36
	0	68	1	80	2	94	3	28	4	99	5	59	6	69	7	1	8	80	9	97
	0	68	1	88	2	20	3	66	4	45	5	34	6	79	7	71	8	16	9	26
	0	56	1	64	2	12	3	88	4	63	5	24	6	27	7	46	8	59	9	69
	0	78	1	98	2	17	3	55	4	88	5	9	6	61	7	71	8	17	9	68
	0	48	1	87	2	81	3	50	4	59	5	17	6	78	7	5	8	54	9	65
	0	64	1	59	2	69	3	1	4	40	5	84	6	56	7	17	8	78	9	38
	0	55	1	89	2	78	3	53	4	71	5	3	6	59	7	59	8	16	9	11
	0	54	1	39	2	4	3	90	4	99	5	19	6	28	7	73	8	23	9	8
	0	24	1	91	2	10	3	31	4	20	5	66	6	58	7	93	8	78	9	40
	0	81	1	78	2	16	3	52	4	21	5	49	6	83	7	67	8	59	9	57
	0	17	1	10	2	55	3	3	4	71	5	19	6	98	7	8	8	49	9	10
	0	8	1	94	2	51	3	27	4	80	5	73	6	46	7	44	8	38	9	59
	0	64	1	22	2	4	3	81	4	91	5	51	6	22	7	46	8	69	9	86
	0	39	1	12	2	18	3	12	4	30	5	46	6	51	7	28	8	83	9	90
	0	44	1	89	2	13	3	84	4	7	5	23	6	85	7	96	8	26	9	94
	0	46	1	28	2	11	3	42	4	88	5	83	6	89	7	95	8	32	9	12
	0	23	1	92	2	93	3	19	4	78	5	65	6	11	7	34	8	8	9	75
