500  20
4
	0	37	1	41	2	89	3	99	4	55	5	46	6	33	7	38	8	99	9	87	10	26	11	86	12	67	13	26	14	96	15	44	16	76	17	99	18	60	19	44
	0	1	1	5	2	63	3	58	4	96	5	24	6	30	7	36	8	60	9	95	10	9	11	34	12	10	13	78	14	5	15	20	16	84	17	59	18	48	19	99
	0	35	1	39	2	22	3	44	4	36	5	56	6	37	7	80	8	29	9	90	10	72	11	74	12	34	13	93	14	74	15	56	16	31	17	43	18	41	19	25
	0	78	1	8	2	88	3	43	4	74	5	81	6	41	7	71	8	5	9	9	10	35	11	45	12	61	13	93	14	5	15	59	16	98	17	66	18	78	19	20
	0	18	1	28	2	46	3	43	4	71	5	58	6	94	7	99	8	39	9	13	10	45	11	62	12	15	13	46	14	25	15	60	16	34	17	90	18	38	19	46
	0	86	1	50	2	25	3	70	4	75	5	57	6	44	7	66	8	59	9	54	10	33	11	35	12	45	13	19	14	55	15	38	16	67	17	24	18	20	19	27
	0	55	1	8	2	95	3	73	4	87	5	40	6	18	7	80	8	5	9	88	10	49	11	10	12	91	13	19	14	64	15	84	16	13	17	81	18	30	19	45
	0	7	1	62	2	65	3	22	4	27	5	54	6	7	7	88	8	74	9	72	10	77	11	31	12	85	13	30	14	39	15	55	16	32	17	68	18	79	19	93
	0	22	1	96	2	56	3	1	4	61	5	24	6	9	7	26	8	1	9	78	10	13	11	85	12	82	13	48	14	63	15	52	16	85	17	16	18	57	19	5
	0	11	1	73	2	3	3	26	4	15	5	99	6	37	7	61	8	85	9	88	10	18	11	14	12	55	13	97	14	89	15	91	16	85	17	42	18	15	19	76
	0	88	1	4	2	35	3	25	4	93	5	35	6	17	7	62	8	26	9	34	10	19	11	96	12	51	13	67	14	28	15	2	16	68	17	98	18	33	19	14
	0	84	1	8	2	55	3	42	4	22	5	45	6	15	7	40	8	23	9	69	10	21	11	76	12	63	13	69	14	45	15	45	16	6	17	15	18	50	19	33
	0	75	1	20	2	71	3	50	4	86	5	77	6	22	7	5	8	49	9	69	10	22	11	60	12	59	13	96	14	25	15	49	16	14	17	5	18	57	19	24
	0	61	1	55	2	82	3	22	4	44	5	49	6	93	7	19	8	54	9	54	10	39	11	18	12	60	13	75	14	24	15	37	16	74	17	99	18	36	19	57
	0	67	1	97	2	56	3	64	4	35	5	51	6	64	7	26	8	62	9	43	10	98	11	90	12	29	13	20	14	46	15	73	16	40	17	70	18	84	19	8
	0	50	1	60	2	43	3	45	4	47	5	21	6	1	7	96	8	93	9	39	10	26	11	88	12	5	13	37	14	32	15	52	16	33	17	20	18	15	19	79
	0	53	1	50	2	73	3	66	4	58	5	86	6	88	7	41	8	89	9	12	10	71	11	34	12	92	13	8	14	83	15	22	16	4	17	18	18	55	19	97
	0	84	1	79	2	45	3	33	4	58	5	61	6	51	7	85	8	92	9	26	10	72	11	58	12	68	13	76	14	98	15	75	16	41	17	57	18	81	19	64
	0	78	1	31	2	68	3	75	4	50	5	44	6	5	7	13	8	21	9	49	10	57	11	96	12	91	13	5	14	86	15	93	16	63	17	40	18	59	19	27
