100  5
4
	0	14	1	21	2	3	3	9	4	6
	0	28	1	16	2	24	3	18	4	52
	0	71	1	40	2	75	3	42	4	73
	0	57	1	45	2	31	3	29	4	71
	0	82	1	1	2	52	3	30	4	48
	0	68	1	97	2	53	3	60	4	53
	0	58	1	17	2	73	3	56	4	68
	0	61	1	65	2	3	3	30	4	72
	0	84	1	51	2	60	3	73	4	91
	0	7	1	35	2	26	3	44	4	74
	0	31	1	22	2	43	3	42	4	35
	0	12	1	27	2	69	3	10	4	34
	0	75	1	78	2	65	3	48	4	41
	0	91	1	23	2	58	3	96	4	86
	0	47	1	46	2	40	3	95	4	86
	0	53	1	6	2	46	3	65	4	19
	0	35	1	85	2	54	3	3	4	49
	0	89	1	29	2	40	3	31	4	11
	0	64	1	63	2	72	3	39	4	60
	0	67	1	7	2	71	3	92	4	25
	0	1	1	5	2	91	3	71	4	73
	0	70	1	9	2	74	3	24	4	25
	0	52	1	99	2	44	3	75	4	44
	0	31	1	31	2	25	3	11	4	45
	0	74	1	83	2	18	3	63	4	51
	0	37	1	74	2	83	3	40	4	68
	0	83	1	31	2	99	3	40	4	25
	0	21	1	76	2	9	3	74	4	12
	0	28	1	66	2	52	3	37	4	53
	0	46	1	73	2	75	3	8	4	73
	0	79	1	79	2	88	3	88	4	24
	0	95	1	48	2	58	3	90	4	39
	0	27	1	69	2	21	3	30	4	47
	0	71	1	81	2	72	3	62	4	45
	0	24	1	89	2	95	3	60	4	35
	0	99	1	75	2	73	3	3	4	69
	0	7	1	74	2	72	3	40	4	32
	0	68	1	8	2	64	3	79	4	94
	0	35	1	62	2	82	3	38	4	4
	0	83	1	36	2	91	3	97	4	6
	0	36	1	24	2	13	3	13	4	99
	0	89	1	86	2	98	3	23	4	93
	0	79	1	94	2	38	3	99	4	30
	0	64	1	67	2	44	3	43	4	24
	0	51	1	85	2	94	3	99	4	72
	0	97	1	39	2	47	3	92	4	9
	0	3	1	43	2	49	3	74	4	72
	0	9	1	92	2	32	3	97	4	78
	0	94	1	87	2	81	3	42	4	37
	0	45	1	23	2	54	3	21	4	18
	0	17	1	1	2	21	3	73	4	79
	0	56	1	19	2	52	3	90	4	20
	0	58	1	49	2	99	3	16	4	40
	0	49	1	32	2	83	3	45	4	89
	0	32	1	75	2	3	3	97	4	81
	0	49	1	74	2	30	3	7	4	86
	0	26	1	19	2	57	3	47	4	28
	0	53	1	25	2	54	3	33	4	21
	0	67	1	5	2	74	3	77	4	94
	0	31	1	75	2	29	3	91	4	53
	0	72	1	71	2	45	3	10	4	53
	0	71	1	80	2	97	3	22	4	46
	0	93	1	72	2	3	3	22	4	31
	0	23	1	60	2	55	3	3	4	84
	0	42	1	64	2	81	3	82	4	79
	0	79	1	36	2	47	3	4	4	91
	0	19	1	23	2	71	3	57	4	87
	0	43	1	7	2	37	3	21	4	45
	0	26	1	52	2	98	3	97	4	23
	0	71	1	8	2	48	3	58	4	59
	0	17	1	87	2	96	3	27	4	75
	0	37	1	5	2	11	3	25	4	52
	0	93	1	44	2	48	3	38	4	45
	0	11	1	37	2	5	3	49	4	21
	0	21	1	66	2	65	3	13	4	59
	0	79	1	74	2	2	3	68	4	21
	0	51	1	6	2	40	3	43	4	9
	0	26	1	44	2	29	3	60	4	61
	0	85	1	30	2	23	3	25	4	6
	0	41	1	78	2	96	3	63	4	58
	0	76	1	99	2	11	3	48	4	71
	0	28	1	34	2	55	3	13	4	69
	0	76	1	77	2	33	3	36	4	2
	0	40	1	51	2	44	3	71	4	50
	0	83	1	57	2	67	3	27	4	55
	0	18	1	68	2	22	3	14	4	92
	0	74	1	27	2	33	3	11	4	29
	0	8	1	36	2	96	3	87	4	2
	0	75	1	36	2	90	3	27	4	94
	0	66	1	70	2	69	3	6	4	57
	0	50	1	66	2	11	3	63	4	36
	0	16	1	79	2	23	3	61	4	74
	0	14	1	74	2	37	3	55	4	87
	0	12	1	63	2	30	3	62	4	32
	0	98	1	47	2	6	3	34	4	76
	0	71	1	40	2	66	3	17	4	86
	0	47	1	28	2	94	3	11	4	22
	0	22	1	44	2	19	3	28	4	29
	0	71	1	30	2	18	3	46	4	90
	0	44	1	48	2	57	3	63	4	44

	7	3	7	5	2	7	4	4	2	5	1	3	1	4	1	4	4	7	2	7	7	6	4	8	7	2	8	6	2	3	3	8	6	6	1	8	1	6	6	7	8	2	5	1	7	6	1	4	6	5	7	6	6	4	6	2	2	2	5	3	2	3	3	2	3	2	1	4	4	6	4	7	5	7	1	2	4	1	6	5	1	2	6	8	3	2	8	2	1	2	5	3	7	3	7	5	8	1	1	3	
	1	5	7	5	1	4	5	2	1	8	3	2	3	1	5	6	8	6	6	5	3	3	3	6	1	6	8	2	4	7	2	7	7	5	2	1	1	8	8	2	5	1	1	2	7	6	5	4	6	3	4	8	6	3	4	8	6	4	5	1	1	6	4	6	4	7	8	4	7	5	1	2	8	7	4	7	7	5	2	2	5	2	8	4	2	1	5	3	4	8	5	2	8	1	3	6	6	6	8	2	
	778	802	622	787	733	680	752	669	798	759	704	758	703	775	683	805	701	751	765	739	610	777	626	720	749	828	728	921	666	638	741	733	818	715	859	806	630	683	926	852	736	684	923	825	725	704	747	694	636	664	893	901	807	715	867	839	773	877	825	800	809	915	681	740	771	799	925	860	734	691	865	794	662	859	749	676	689	710	628	747	729	770	723	778	854	758	784	932	798	675	706	683	915	744	761	821	798	671	675	787	
	1142	1146	823	1110	802	898	925	839	1158	1045	802	1073	741	1033	985	1185	751	831	1146	886	855	1152	913	824	952	1107	1029	974	966	804	1075	1089	1156	849	1044	1197	890	842	1001	1149	792	1002	1022	1058	905	864	810	959	879	957	1013	1103	1155	1046	1073	956	799	1084	1175	1016	894	1061	900	1026	1114	1092	1008	1007	783	916	940	995	983	994	850	940	848	871	932	1074	799	865	819	1128	930	952	979	1032	825	777	955	782	942	868	807	882	1078	804	828	963	
